UID,OrganizationIdentifier,OrganizationFormalName,ProviderName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,IR_FLAG,IR_COMMENT,IR_MLID,IR_MLNAME,ASSESS_ID,AU_NAME,AU_Type,Water_Type,R317Descrp,ss_R317Descrp,BEN_CLASS,MLID_Count,Lat_Count,Long_Count,sites100m_count,LatitudeMeasure,LongitudeMeasure,IR_Lat,IR_Long,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ValidationType,ReviewComment
800,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908716,Hayden Fork above Hayden Fork Campground (UT09ST-116),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908716,Hayden Fork above Hayden Fork Campground (UT09ST-116),UT16010101-024_00,Hayden Fork,River/Stream,River / Stream,"Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.8286142,-110.8550742,40.8286142,-110.8550742,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
801,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908717,White Pine Creek 1/2 mile above Logan River confluence (UT09ST-170),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908717,White Pine Creek 1/2 mile above Logan River confluence (UT09ST-170),UT16010203-006_00,Logan River-2,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.9100776,-111.5711029,41.9100776,-111.5711029,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
802,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908718,Live Slough/Woodruff-Randolph Canal bl Little Crawford Mtn Rd Xing (UT09ST-118),Canal Irrigation,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16010101-008_00,North Woodruff,River/Stream,River / Stream,Bear River and tributaries in Rich County,NA,"2B,3A,4",NA,NA,NA,NA,41.53053139,-111.1380545,NA,NA,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,33,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
803,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908719,Tony Grove Ck ~0.4 mi ab Campground (UT09ST-186),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908719,Tony Grove Ck ~0.4 mi ab Campground (UT09ST-186),UT16010203-006_00,Logan River-2,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.8860129,-111.5798079,41.8860129,-111.5798079,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
804,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908720,Malad River ~1.1 mi North of 2400 N Xing near Portage (UT09ST-177),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908720,Malad River ~1.1 mi North of 2400 N Xing near Portage (UT09ST-177),UT16010204-006_00,Malad River-1,River/Stream,River / Stream,"Malad River and tributaries, from confluence with Bear River to state line",NA,"2B,3C",1,1,1,0,41.95610718,-112.2058497,41.95610718,-112.2058497,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
805,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908721,Little Bear River ~0.3 mi bl Mendon Rd Xing (UT09ST-121),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908721,Little Bear River ~0.3 mi bl Mendon Rd Xing (UT09ST-121),UT16010203-009_00,Little Bear River-1,River/Stream,River / Stream,"Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.72146214,-111.9464735,41.72146214,-111.9464735,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
806,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908722,Logan River ~0.9 mi bl Tony Grove Rd Turnoff (UT09ST-122),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908722,Logan River ~0.9 mi bl Tony Grove Rd Turnoff (UT09ST-122),UT16010203-006_00,Logan River-2,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.87239348,-111.5655855,41.87239348,-111.5655855,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
807,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908723,Little Bear River 1/4mile AB Mcmurdie Ck confluence (UT09ST-123),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908723,Little Bear River 1/4mile AB Mcmurdie Ck confluence (UT09ST-123),UT16010203-011_00,Little Bear River-2,River/Stream,River / Stream,"Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.56826262,-111.852997,41.56826262,-111.852997,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
808,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908725,Newton Creek ab Cutler Res (UT09ST-125),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908725,Newton Creek ab Cutler Res (UT09ST-125),UT16010202-002_00,Newton Creek,River/Stream,River / Stream,"Newton Creek and tributaries, from Cutler Reservoir to Newton Reservoir",NA,"2B,3A,4",1,1,1,0,41.83571796,-111.9835633,41.83571796,-111.9835633,16010202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
809,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908726,Blacksmith Fork at SR101 mile post 16.9 AB Gate Canyon (UT09ST-126),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908726,Blacksmith Fork at SR101 mile post 16.9 AB Gate Canyon (UT09ST-126),UT16010203-018_00,Black Smiths Fork-2,River/Stream,River / Stream,"Blacksmith Fork and tributaries, from confluence with Logan River to headwaters",NA,"2B,3A,4",1,1,1,0,41.61663059,-111.6442447,41.61663059,-111.6442447,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
810,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908727,East Fork Little Bear River below USFS outer boundary (UT09ST-127),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908727,East Fork Little Bear River below USFS outer boundary (UT09ST-127),UT16010203-014_00,East Fork Little Bear-1,River/Stream,River / Stream,"Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.52843262,-111.7951662,41.52843262,-111.7951662,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
811,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908728,Spring Creek 3 miles AB Barker Reservoir (UT09ST-128),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908728,Spring Creek 3 miles AB Barker Reservoir (UT09ST-128),UT16010101-019_00,Yellow Creek Tributaries,River/Stream,River / Stream,"Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,41.08923777,-111.0979545,41.08923777,-111.0979545,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
812,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908729,Logan River ~0.6 mi bl Right Hand Fork Rd Turnoff (UT09ST-158),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908729,Logan River ~0.6 mi bl Right Hand Fork Rd Turnoff (UT09ST-158),UT16010203-006_00,Logan River-2,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.77694351,-111.6481689,41.77694351,-111.6481689,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
813,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908730,Summit Creek below White Horse Village (UT09ST-130),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908730,Summit Creek below White Horse Village (UT09ST-130),UT16010202-005_00,Summit Creek Lower,River/Stream,River / Stream,"Summit Creek and tributaries, from confluence with Bear River to headwaters",NA,"2B,3A,4",1,1,1,0,41.86498838,-111.7809358,41.86498838,-111.7809358,16010202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
814,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908731,Malad R ~0.8 mi South of UT/ID Border (UT09ST-161),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908731,Malad R ~0.8 mi South of UT/ID Border (UT09ST-161),UT16010204-006_00,Malad River-1,River/Stream,River / Stream,"Malad River and tributaries, from confluence with Bear River to state line",NA,"2B,3C",1,1,1,0,41.99088109,-112.2135563,41.99088109,-112.2135563,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
815,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908732,Malad River ab Hwy 30 Xing near Riverside (UT09ST-189),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908732,Malad River ab Hwy 30 Xing near Riverside (UT09ST-189),UT16010204-006_00,Malad River-1,River/Stream,River / Stream,"Malad River and tributaries, from confluence with Bear River to state line",NA,"2B,3C",1,1,1,0,41.7864539,-112.1373669,41.7864539,-112.1373669,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
816,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908733,White Pine Creek 2 miles east of Mt. Gog at 7720 feet (UT09ST-154),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908733,White Pine Creek 2 miles east of Mt. Gog at 7720 feet (UT09ST-154),UT16010203-006_00,Logan River-2,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.92680546,-111.6142731,41.92680546,-111.6142731,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
817,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908734,Logan River ab Diversion near Lauralin Dr in Logan (UT09ST-195),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908734,Logan River ab Diversion near Lauralin Dr in Logan (UT09ST-195),UT16010203-005_00,Logan River-1,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.73540812,-111.809306,41.73540812,-111.809306,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
818,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908735,Blacksmith Fork ab 1700 S Xing W of Providence (UT09ST-135),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908735,Blacksmith Fork ab 1700 S Xing W of Providence (UT09ST-135),UT16010203-020_00,Blacksmiths Fork-1,River/Stream,River / Stream,"Blacksmith Fork and tributaries, from confluence with Logan River to headwaters",NA,"2B,3A,4",1,1,1,0,41.70177422,-111.8421397,41.70177422,-111.8421397,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
819,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908736,Malad River NE of Tremonton Cemetery ab Tremonton WWTP (UT09ST-169),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908736,Malad River NE of Tremonton Cemetery ab Tremonton WWTP (UT09ST-169),UT16010204-006_00,Malad River-1,River/Stream,River / Stream,"Malad River and tributaries, from confluence with Bear River to state line",NA,"2B,3C",1,1,1,0,41.69922444,-112.1623642,41.69922444,-112.1623642,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
820,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908738,South Fork High Creek below Bullen Hole confluence (UT09ST-138),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908738,South Fork High Creek below Bullen Hole confluence (UT09ST-138),UT16010202-012_00,High Creek Upper,River/Stream,River / Stream,"High Creek and tributaries, from confluence with Cub River to headwaters",NA,"2B,3A,4",1,1,1,0,41.95899359,-111.6906639,41.95899359,-111.6906639,16010202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
821,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908739,Birch Creek ~1.7 mi ab Birch Ck Res (UT09ST-139),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908739,Birch Creek ~1.7 mi ab Birch Ck Res (UT09ST-139),UT16010101-010_00,Birch Creek,River/Stream,River / Stream,Bear River and tributaries in Rich County,NA,"2B,3A,4",1,1,1,0,41.50612546,-111.3662334,41.50612546,-111.3662334,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,33,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
822,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908740,Bear River AB E. Fork confluence at SR150 mile post 47.7 (UT09ST-140),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908740,Bear River AB E. Fork confluence at SR150 mile post 47.7 (UT09ST-140),UT16010101-021_00,Bear River-6,River/Stream,River / Stream,"Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.90192679,-110.8300408,40.90192679,-110.8300408,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
823,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908741,Clarkston Creek ~0.5 mi ab Newton Res (UT09ST-141),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908741,Clarkston Creek ~0.5 mi ab Newton Res (UT09ST-141),UT16010202-013_00,Clarkston Creek,River/Stream,River / Stream,"Clarkston Creek and tributaries, from Newton Reservoir to headwaters",NA,"2B,3A,4",1,1,1,0,41.90732133,-112.0033501,41.90732133,-112.0033501,16010202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
824,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908742,Left Hand Fk of Blacksmith Fk bl Sow Hole confluence (UT09ST-142),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908742,Left Hand Fk of Blacksmith Fk bl Sow Hole confluence (UT09ST-142),UT16010203-019_00,Left Hand Fork Blacksmiths For,River/Stream,River / Stream,"Blacksmith Fork and tributaries, from confluence with Logan River to headwaters",NA,"2B,3A,4",1,1,1,0,41.66251315,-111.6361498,41.66251315,-111.6361498,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
825,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908743,East Fk Little Bear River 1 mile ab Cinnamon Ck@ 5765 ft elev (UT09ST-143),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908743,East Fk Little Bear River 1 mile ab Cinnamon Ck@ 5765 ft elev (UT09ST-143),UT16010203-017_00,East Fork Little Bear-2,River/Stream,River / Stream,"Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.5091129,-111.6690848,41.5091129,-111.6690848,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
826,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908744,Logan River bl 2nd Dam (UT09ST-198),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908744,Logan River bl 2nd Dam (UT09ST-198),UT16010203-005_00,Logan River-1,River/Stream,River / Stream,"Logan River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",1,1,1,0,41.74499311,-111.749317,41.74499311,-111.749317,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
827,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908745,Malad River @ 2400 N Xing in Plymouth (UT09ST-145),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908745,Malad River @ 2400 N Xing in Plymouth (UT09ST-145),UT16010204-006_00,Malad River-1,River/Stream,River / Stream,"Malad River and tributaries, from confluence with Bear River to state line",NA,"2B,3C",1,1,1,0,41.94204769,-112.197273,41.94204769,-112.197273,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
828,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908746,High Creek ~0.2 mi ab 2400 N Xing (UT09ST-146),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908746,High Creek ~0.2 mi ab 2400 N Xing (UT09ST-146),UT16010202-008_00,High Creek Lower,River/Stream,River / Stream,"High Creek and tributaries, from confluence with Cub River to headwaters",NA,"2B,3A,4",1,1,1,0,41.95797322,-111.7836508,41.95797322,-111.7836508,16010202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
829,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908747,Rabbit Creek ab Big Bend Spring at 6625 feet elevation (UT09ST-147),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908747,Rabbit Creek ab Big Bend Spring at 6625 feet elevation (UT09ST-147),UT16010101-001_00,Bear River West,River/Stream,River / Stream,Bear River and tributaries in Rich County,NA,"2B,3A,4",1,1,1,0,41.89654259,-111.1320528,41.89654259,-111.1320528,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,33,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
830,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908748,East Fork Bear River 1.25 trail miles from road end (UT09ST-148),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908748,East Fork Bear River 1.25 trail miles from road end (UT09ST-148),UT16010101-026_00,East Fork Bear River,River/Stream,River / Stream,"Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.84523329,-110.7409784,40.84523329,-110.7409784,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
831,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908749,Malad River @ 5500 N Xing in Plymouth (UT09ST-153),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908749,Malad River @ 5500 N Xing in Plymouth (UT09ST-153),UT16010204-006_00,Malad River-1,River/Stream,River / Stream,"Malad River and tributaries, from confluence with Bear River to state line",NA,"2B,3C",1,1,1,0,41.6080161,-112.1483763,41.6080161,-112.1483763,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
832,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4908750,Salt Creek BL canal diversion in NE portion of Salt Creek WMA (UT09ST-181),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4908750,Salt Creek BL canal diversion in NE portion of Salt Creek WMA (UT09ST-181),UT16010204-013_00,Salt Creek-Bothwell,River/Stream,Waterfowl Management Area,"Salt Creek Waterfowl Management Area, Box Elder County",NA,"2B,3C,3D",1,1,1,0,41.67050917,-112.2358453,41.67050917,-112.2358453,16010204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
833,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4909530,MILL CK @ N SLOPE RD XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4909530,MILL CK @ N SLOPE RD XING,UT16010101-022_00,Mill Creek,River/Stream,River / Stream,"Mill Creek and tributaries, from state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.92634215,-110.7357686,40.92634215,-110.7357686,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
834,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4909540,CARTER CK AT ELIZABETH PASS RD XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4909540,CARTER CK AT ELIZABETH PASS RD XING,UT16010101-022_00,Mill Creek,River/Stream,River / Stream,"Mill Creek and tributaries, from state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.91613693,-110.7699745,40.91613693,-110.7699745,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
835,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4909550,W FK BEAR RIVER bl Whitney Res @ FS Whitney RD Xing,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4909550,W FK BEAR RIVER bl Whitney Res @ FS Whitney RD Xing,UT16010101-023_00,West Fork Bear River,River/Stream,River / Stream,"Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.86125346,-110.921901,40.86125346,-110.921901,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
836,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4909850,BEAR R. BL CNFL / E. FK OF BEAR R. AT CAMPGROUND,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4909850,BEAR R. BL CNFL / E. FK OF BEAR R. AT CAMPGROUND,UT16010101-021_00,Bear River-6,River/Stream,River / Stream,"Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)",NA,"2B,3A,4",1,1,1,0,40.91272722,-110.8296213,40.91272722,-110.8296213,16010101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
