"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
619,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402840110493601","U(B- 1- 8)17ccb-S1 BIG SPNG ABV N FORK AT DIV","Spring",NA,"ACCEPT",NA,"USGS-402840110493601",1,1,1,0,40.4777778,-110.8266667,40.4777778,-110.8266667,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7100,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,"Colorado Plateaus aquifers",NA,"Mixed (confined and unconfined) multiple aquifers",NA,NA,NA,NA,NA,"AUTO"
620,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402852110493301","U(B- 1- 8)17cbb-S2 BIG SPNG ABV N FORK DUCHESNE R","Spring",NA,"ACCEPT",NA,"USGS-402852110493301",1,1,1,0,40.4811111,-110.8258333,40.4811111,-110.8258333,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7300,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,"Colorado Plateaus aquifers",NA,"Mixed (confined and unconfined) multiple aquifers",NA,NA,NA,NA,NA,"AUTO"
621,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402909110502201","N FORK DUCHESNE R ABV BIG SPRING CONFL","Stream",NA,"ACCEPT",NA,"USGS-402909110502201",1,1,1,0,40.4858333,-110.8394444,40.4858333,-110.8394444,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7100,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
622,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402911109572201","U(B- 1- 1)14adb- 1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.4863441,-109.9568184,NA,NA,14060003,NA,NA,NA,NA,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6170,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
623,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402932112155401","(C- 4- 4)11baa-S1","Spring",NA,"ACCEPT",NA,"USGS-402932112155401",1,1,1,0,40.4921669,-112.2657784,40.4921669,-112.2657784,16020304,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",6280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
624,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402937110504601","U(B- 1- 9)12dad   Duchesne R. at Aspen CG nr Hanna","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.4936111,-110.8461111,NA,NA,14060003,NA,NA,NA,NA,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7110,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
625,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-402956114024001","(C- 4-19) 7abc-S2","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.4987655,-114.0453427,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4260,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,45,"Basin and Range carbonate-rock aquifers","Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
626,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403021110350101","ROCK CR UPSTREAM NR ESCARPMENT","Stream",NA,"ACCEPT",NA,"USGS-403021110350101",1,1,1,0,40.5058111,-110.5834806,40.5058111,-110.5834806,14060003,NA,NA,NA,NA,NA,0.01,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7860,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
627,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403258112123201","(C- 3- 3)20bad-S1 BIG SPRING (PINE CYN),NR TOOELE","Spring",NA,"ACCEPT",NA,"USGS-403258112123201",1,1,1,0,40.5493896,-112.209666,40.5493896,-112.209666,16020304,NA,NA,NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",5560,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
628,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403311110531901","N FORK DUCHESNE R ABV IRON CK CAMPGRD","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.5530556,-110.8886111,NA,NA,14060003,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7460,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
629,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403354109365701","(D- 3-20)12ddd-S1","Spring",NA,"ACCEPT",NA,"USGS-403354109365701",1,1,1,0,40.5650694,-109.616391,40.5650694,-109.616391,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6120,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
630,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403428110061101","UINTA R NR ESCARPMENT","Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.5745,-110.1030694,NA,NA,14060003,NA,NA,NA,NA,NA,0.01,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7220,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
631,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403446109423301","(D- 3-20) 5ccc-S1","Spring",NA,"ACCEPT",NA,"USGS-403446109423301",1,1,1,0,40.5794018,-109.7098669,40.5794018,-109.7098669,14060010,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6860,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,"Outwash",NA,NA,NA,NA,NA,NA,"AUTO"
632,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403448109372101","(D- 3-20) 1dcc-S1","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.5799581,-109.623197,NA,NA,14060010,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",6260,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,"Weber Quartzite or Sandstone (Permian-Pennsylvanian)",NA,NA,NA,NA,NA,NA,"AUTO"
633,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403450109372601","(D- 3-20) 1dcb-S1","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,3,40.5804303,-109.6246694,NA,NA,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6300,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,"Confined single aquifer",NA,NA,NA,NA,NA,"AUTO"
634,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403450109372602","(D- 3-20) 1dcb-S2","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,40.5805692,-109.6246416,NA,NA,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,"Confined single aquifer",NA,NA,NA,NA,NA,"AUTO"
635,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403451109260001","RED FLEET RESERVOIR INFLOW ARM","Lake, Reservoir, Impoundment",NA,"ACCEPT",NA,"USGS-403451109260001",1,1,1,0,40.5807932,-109.4340238,40.5807932,-109.4340238,14060010,NA,NA,NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
636,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403451109372701","(D- 3-20) 1dcb-S3","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,40.580847,-109.6249194,NA,NA,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6320,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,"Confined single aquifer",NA,NA,NA,NA,NA,"AUTO"
637,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403454109372501","(D- 3-20) 1dcb-S4","Spring",NA,"ACCEPT",NA,"USGS-403454109372501",1,1,1,0,40.5816248,-109.6243083,40.5816248,-109.6243083,14060010,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",6280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,"Other aquifers","Weber Quartzite or Sandstone (Permian-Pennsylvanian)","Unconfined single aquifer",NA,NA,NA,NA,NA,"AUTO"
638,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403528109033801","(D- 3-25) 1bdb-S1","Spring",NA,"ACCEPT",NA,"USGS-403528109033801",1,1,1,0,40.5910738,-109.0612326,40.5910738,-109.0612326,14060010,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5620,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,"Morgan Formation",NA,NA,NA,NA,NA,NA,"AUTO"
639,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403556109372801","(D- 2-20)36dbc-S1","Spring",NA,"ACCEPT",NA,"USGS-403556109372801",1,1,1,0,40.5987913,-109.6249474,40.5987913,-109.6249474,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6450,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
640,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403607109285501","(D- 2-22)31adc-S1","Spring",NA,"ACCEPT",NA,"USGS-403607109285501",1,1,1,0,40.6019037,-109.4826367,40.6019037,-109.4826367,14060010,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",5790,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,"Weber Quartzite or Sandstone (Permian-Pennsylvanian)",NA,NA,NA,NA,NA,NA,"AUTO"
641,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403636112152401","(C- 2- 4)26ddd-S1","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.6099444,-112.2574459,NA,NA,16020304,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",4600,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Valley Fill",NA,NA,NA,NA,NA,NA,"AUTO"
642,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403746109310201","(D- 2-21)24cbb","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.6295421,-109.5179993,NA,NA,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6120,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
643,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403748109310101","(D- 2-21)24cbb-S1","Spring",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.6299588,-109.5176382,NA,NA,14060010,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",6115,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,"Weber Quartzite or Sandstone (Permian-Pennsylvanian)",NA,NA,NA,NA,NA,NA,"AUTO"
644,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403749109454401","BROWNIE CREEK ABOVE DRY FORK","Stream",NA,"ACCEPT",NA,"USGS-403749109454401",1,1,1,0,40.6303176,-109.7628973,40.6303176,-109.7628973,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7600,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
645,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403835112171801","(C- 2- 4)15cac-S1 MILL SPRING NR ERDA, UT","Spring",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.6429995,-112.2891142,NA,NA,16020304,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",4300,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
646,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-403913109260301","(D- 2-22)10cda-S1","Spring",NA,"ACCEPT",NA,"USGS-403913109260301",1,1,1,0,40.6535982,-109.4349413,40.6535982,-109.4349413,14060010,NA,NA,NA,NA,24000,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7389,"feet",1,"feet","Level or other surveyed method.","NGVD29","US",49,47,NA,NA,"Unconfined single aquifer",NA,NA,NA,NA,NA,"AUTO"
647,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404359111552401","(C- 1- 1)14bdc- 2 JR-30 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,2,2,2,40.7331111,-111.9232778,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
648,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404403111552401","(C- 1- 1)14cab- 1 JR-2 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,40.73425,-111.923361,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
649,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404406111552301","(C- 1- 1)14bdb- 1 JR-8 ON JORDAN RIVER","Stream",NA,"ACCEPT",NA,"USGS-404406111552301",1,1,1,0,40.7351667,-111.9229722,40.7351667,-111.9229722,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
650,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404413111552501","(C- 1- 1)14bac- 1 JR-21 ON JORDAN RIVER","Stream",NA,"ACCEPT",NA,"USGS-404413111552501",1,1,1,0,40.7369722,-111.9236389,40.7369722,-111.9236389,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
651,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404413111552701","(C- 1- 1)14bdc- 1 JR-1 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,2,2,2,40.7331111,-111.9232778,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
652,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404414112125201","GREAT SALT LAKE HAB STUDY SITE 3","Lake, Reservoir, Impoundment",NA,"REJECT",NA,"USGS-404414112125201",NA,NA,NA,NA,40.73715,-112.2145,40.73715,-112.2145,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4196,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
653,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404420111552001","(C- 1- 1)14baa- 1 JR-4 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.7390278,-111.922111,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
654,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404420111552002","(C- 1- 1)14baa- 2 JR-14 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.7387778,-111.9222222,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
655,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404427111552101","(C- 1- 1)11cdd- 1 JR-29 ON JORDAN RIVER","Stream",NA,"ACCEPT",NA,"USGS-404427111552101",1,1,1,0,40.74075,-111.9223889,40.74075,-111.9223889,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
656,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404428112120801","GREAT SALT LAKE INFLOW 2","Lake, Reservoir, Impoundment",NA,"REJECT",NA,"REVIEW",NA,NA,NA,NA,40.741,-112.2023056,NA,NA,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4195,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
657,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404428112121001","GREAT SALT LAKE SEEP WELL 11 NO. 1","Lake, Reservoir, Impoundment",NA,"REJECT",NA,"REVIEW",NA,NA,NA,NA,40.7411667,-112.2026389,NA,NA,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4195,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
658,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404428112121002","GREAT SALT LAKE SEEP WELL 11 NO. 2","Lake, Reservoir, Impoundment",NA,"REJECT",NA,"REVIEW",NA,NA,NA,NA,40.7411667,-112.2026389,NA,NA,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4195,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
659,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404429111550801","(C- 1- 1)11dcc- 2 JR-7 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,4,40.7414167,-111.91875,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
660,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404430111550501","(C- 1- 1)11dcc- 4 JR-27 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,3,40.74175,-111.9179722,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
661,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404430111551001","(C- 1- 1)11dcc- 3 JR-18 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.7416111,-111.9194444,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
662,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404431111550501","(C- 1- 1)11dcc- 1 JR-6 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,4,40.7418889,-111.9180833,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
663,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404434111550701","(C- 1- 1)11dcb- 4 JR-24 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,3,40.7427222,-111.9185,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
664,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404435111550601","(C- 1- 1)11dcb- 5 JR-28 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,4,40.7431667,-111.9184167,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
665,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404436111550601","(C- 1- 1)11dcb- 2 JR-13 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,4,40.7433056,-111.918361,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
666,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404438111550501","(C- 1- 1)11dcb- 3 JR-25 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,3,40.7438333,-111.9181667,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
667,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404438111551301","(C- 1- 1)11cda- 1 JR-3 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,2,40.7439444,-111.92025,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
668,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404439111550701","(C- 1- 1)11dbc- 1 JR-5 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,4,40.7440556,-111.9185,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
669,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404439111551101","(C- 1- 1)11dcb- 1 JR-10 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,40.7438611,-111.9196389,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
670,"USGS-UT","USGS Utah Water Science Center","NWIS","USGS-404440111551601","(C- 1- 1)11cad- 1 JR-16 ON JORDAN RIVER","Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,40.7445833,-111.9210833,NA,NA,16020204,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4225,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
